id,diagnosis,name,description,description_1,exclusion_f,pre_existing_f,standard_fee,standard_treatment_day,diagnosis_map,poly,last_opr,allowed_f,last_update
diagnosis6077,N16.8,Renal tubulo-interstitial disorders in other diseases classifiedelsewhere,Renal tubulo-interstitial disorders in other diseases classifiedelsewhere,,0,0,0,0,14168*,,,1,
diagnosis6078,N17,ACUTE RENAL FAILURE,ACUTE RENAL FAILURE,,0,0,,,1417,,,1,
diagnosis6079,N17.0,Acute renal failure with tubular necrosis,Acute renal failure with tubular necrosis,,0,0,0,0,14170,,,1,
diagnosis6080,N17.1,Acute renal failure with acute cortical necrosis,Acute renal failure with acute cortical necrosis,,0,0,0,0,14171,,,1,
diagnosis6081,N17.2,Acute renal failure with medullary necrosis,Acute renal failure with medullary necrosis,,0,0,0,0,14172,,,1,
diagnosis6082,N17.8,Other acute renal failure,Other acute renal failure,,0,0,0,0,14178,,,1,
diagnosis6083,N17.9,"Acute renal failure, unspecified","Acute renal failure, unspecified",,0,0,0,0,14179,,,1,
diagnosis6084,N18,CHRONIC RENAL FAILURE,CHRONIC RENAL FAILURE,,0,0,,,1418,,,1,
diagnosis6085,N18.0,End-stage renal disease,End-stage renal disease,,0,0,0,0,14180,,,1,
diagnosis6086,N18.8,Other chronic renal failure,Other chronic renal failure,,0,0,0,0,14188,,,1,
diagnosis6087,N18.9,"Chronic renal failure, unspecified","Chronic renal failure, unspecified",,0,0,0,0,14189,,,1,
diagnosis6088,N19,Unspecified renal failure,Unspecified renal failure,,0,0,0,0,1419,,,1,
diagnosis6089,N20,Calculus of kidney and ureter,Calculus of kidney and ureter,,0,0,0,0,1420,,,1,
diagnosis6090,N20.0,CALCULUS OF KIDNEY,CALCULUS OF KIDNEY,,0,0,,,14200,,,1,
diagnosis6091,N20.1,CALCULUS OF URETER,CALCULUS OF URETER,,0,0,,,14201,,,1,
diagnosis6092,N20.2,Calculus of kidney with calculus of ureter,Calculus of kidney with calculus of ureter,,0,0,0,0,14202,,,1,
diagnosis6093,N20.9,"Urinary calculus, unspecified","Urinary calculus, unspecified",,0,0,0,0,14209,,,1,
diagnosis6094,N21,CALCULUS OF LOWER URINARY TRACT,CALCULUS OF LOWER URINARY TRACT,,0,0,,,1421,,,1,
diagnosis6095,N21.0,CALCULUS IN BLADDER,CALCULUS IN BLADDER,,0,0,,,14210,,,1,
diagnosis6096,N21.1,CALCULUS IN URETHRA,CALCULUS IN URETHRA,,0,0,,,14211,,,1,
diagnosis6097,N21.8,Other lower urinary tract calculus,Other lower urinary tract calculus,,0,0,0,0,14218,,,1,
diagnosis6098,N21.9,"Calculus of lower urinary tract, unspecified","Calculus of lower urinary tract, unspecified",,0,0,0,0,14219,,,1,
diagnosis6099,N22,Calculus of urinary tract in diseases classified elsewhere,Calculus of urinary tract in diseases classified elsewhere,,0,0,0,0,1422,,,1,
diagnosis6100,N22.0,Urinary calculus in schistosomiasis [bilharziasis] (B65.-+),Urinary calculus in schistosomiasis [bilharziasis] (B65.-+),,0,0,0,0,14220*,,,1,
diagnosis6101,N22.8,Calculus of urinary tract in other diseases classified elsewhere,Calculus of urinary tract in other diseases classified elsewhere,,0,0,0,0,14228*,,,1,
diagnosis6102,N23,UNSPECIFIED RENAL COLIC,UNSPECIFIED RENAL COLIC,,0,0,,,1423,,,1,
diagnosis6103,N25,Disorders resulting from impaired renal tubular function,Disorders resulting from impaired renal tubular function,,0,0,0,0,1425,,,1,
diagnosis6104,N25.0,Renal osteodystrophy,Renal osteodystrophy,,0,0,0,0,14250,,,1,
diagnosis6105,N25.1,Nephrogenic diabetes insipidus,Nephrogenic diabetes insipidus,,0,0,0,0,14251,,,1,
diagnosis6106,N25.8,Other disorders resulting from impaired renal tubular function,Other disorders resulting from impaired renal tubular function,,0,0,0,0,14258,,,1,
diagnosis6107,N25.9,"Disorder resulting from impaired renal tubular function, unspecified","Disorder resulting from impaired renal tubular function, unspecified",,0,0,0,0,14259,,,1,
diagnosis6108,N26,Unspecified contracted kidney,Unspecified contracted kidney,,0,0,0,0,1426,,,1,
diagnosis6109,N27,Small kidney of unknown cause,Small kidney of unknown cause,,0,0,0,0,1427,,,1,
diagnosis6110,N27.0,"Small kidney, unilateral","Small kidney, unilateral",,0,0,0,0,14270,,,1,
diagnosis6111,N27.1,"Small kidney, bilateral","Small kidney, bilateral",,0,0,0,0,14271,,,1,
diagnosis6112,N27.9,"Small kidney, unspecified","Small kidney, unspecified",,0,0,0,0,14279,,,1,
diagnosis6113,N28,"Other disorders of kidney and ureter, not elsewhere classified","Other disorders of kidney and ureter, not elsewhere classified",,0,0,0,0,1428,,,1,
diagnosis6114,N28.0,Ischaemia and infarction of kidney,Ischaemia and infarction of kidney,,0,0,0,0,14280,,,1,
diagnosis6115,N28.1,CYST OF KIDNEY- ACQUIRED,CYST OF KIDNEY- ACQUIRED,,0,0,,,14281,,,1,
diagnosis6116,N28.8,Other specified disorders of kidney and ureter,Other specified disorders of kidney and ureter,,0,0,0,0,14288,,,1,
diagnosis6117,N28.9,DISORDER OF KIDNEY AND URETER- UNSPECIFIED,DISORDER OF KIDNEY AND URETER- UNSPECIFIED,,0,0,,,14289,,,1,
diagnosis6118,N29,Other disorders of kidney and ureter in diseases classifiedelsewhere,Other disorders of kidney and ureter in diseases classifiedelsewhere,,0,0,0,0,1429,,,1,
diagnosis6119,N29.0,Late syphilis of kidney (A52.7+),Late syphilis of kidney (A52.7+),,0,0,0,0,14290*,,,1,
diagnosis6120,N29.1,Other disorders of kidney and ureter in infectious and parasiticdiseases classified elsewhere,Other disorders of kidney and ureter in infectious and parasiticdiseases classified elsewhere,,0,0,0,0,14291*,,,1,
diagnosis6121,N29.8,Other disorders of kidney and ureter in other diseases classifiedelsewhere,Other disorders of kidney and ureter in other diseases classifiedelsewhere,,0,0,0,0,14298*,,,1,
diagnosis6122,N30,CYSTITIS,CYSTITIS,,0,0,,,1430,,,1,
diagnosis6123,N30.0,Acute cystitis,Acute cystitis,,0,0,0,0,14300,,,1,
diagnosis6124,N30.1,Interstitial cystitis (chronic),Interstitial cystitis (chronic),,0,0,0,0,14301,,,1,
diagnosis6125,N30.2,Other chronic cystitis,Other chronic cystitis,,0,0,0,0,14302,,,1,
diagnosis6126,N30.3,Trigonitis,Trigonitis,,0,0,0,0,14303,,,1,
diagnosis6127,N30.4,Irradiation cystitis,Irradiation cystitis,,0,0,0,0,14304,,,1,
diagnosis6128,N30.8,Other cystitis,Other cystitis,,0,0,0,0,14308,,,1,
diagnosis6129,N30.9,"Cystitis, unspecified","Cystitis, unspecified",,0,0,0,0,14309,,,1,
diagnosis6130,N31,"Neuromuscular dysfunction of bladder, not elsewhere classified","Neuromuscular dysfunction of bladder, not elsewhere classified",,0,0,0,0,1431,,,1,
diagnosis6131,N31.0,"Uninhibited neuropathic bladder, not elsewhere classified","Uninhibited neuropathic bladder, not elsewhere classified",,0,0,0,0,14310,,,1,
diagnosis6132,N31.1,"Reflex neuropathic bladder, not elsewhere classified","Reflex neuropathic bladder, not elsewhere classified",,0,0,0,0,14311,,,1,
diagnosis6133,N31.2,"Flaccid neuropathic bladder, not elsewhere classified","Flaccid neuropathic bladder, not elsewhere classified",,0,0,0,0,14312,,,1,
diagnosis6134,N31.8,Other neuromuscular dysfunction of bladder,Other neuromuscular dysfunction of bladder,,0,0,0,0,14318,,,1,
diagnosis6135,N31.9,"Neuromuscular dysfunction of bladder, unspecified","Neuromuscular dysfunction of bladder, unspecified",,0,0,0,0,14319,,,1,
diagnosis6136,N32,OTHER DISORDERS OF BLADDER,OTHER DISORDERS OF BLADDER,,0,0,,,1432,,,1,
diagnosis6137,N32.0,BLADDER NECK OBSTRUCTION,BLADDER NECK OBSTRUCTION,,0,0,,,14320,,,1,
diagnosis6138,N32.1,Vesicointestinal fistula,Vesicointestinal fistula,,0,0,0,0,14321,,,1,
diagnosis6139,N32.2,"Vesical fistula, not elsewhere classified","Vesical fistula, not elsewhere classified",,0,0,0,0,14322,,,1,
diagnosis6140,N32.3,Diverticulum of bladder,Diverticulum of bladder,,0,0,0,0,14323,,,1,
diagnosis6141,N32.4,"Rupture of bladder, nontraumatic","Rupture of bladder, nontraumatic",,0,0,0,0,14324,,,1,
diagnosis6142,N32.8,Other specified disorders of bladder,Other specified disorders of bladder,,0,0,0,0,14328,,,1,
diagnosis6143,N32.9,"Bladder disorder, unspecified","Bladder disorder, unspecified",,0,0,0,0,14329,,,1,
diagnosis6144,N33,Bladder disorders in diseases classified elsewhere,Bladder disorders in diseases classified elsewhere,,0,0,0,0,1433,,,1,
diagnosis6145,N33.0,Tuberculous cystitis (A18.1+),Tuberculous cystitis (A18.1+),,0,0,0,0,14330*,,,1,
diagnosis6146,N33.8,Bladder disorders in other diseases classified elsewhere,Bladder disorders in other diseases classified elsewhere,,0,0,0,0,14338*,,,1,
diagnosis6147,N34,Urethritis and urethral syndrome,Urethritis and urethral syndrome,,0,0,0,0,1434,,,1,
diagnosis6148,N34.0,URETRAL ABSCESS,URETRAL ABSCESS,,0,0,,,14340,,,1,
diagnosis6149,N34.1,NONSPECIFIC URETHRITIS,NONSPECIFIC URETHRITIS,,0,0,,,14341,,,1,
diagnosis6150,N34.2,OTHER URETHRITIS,OTHER URETHRITIS,,0,0,,,14342,,,1,
diagnosis6151,N34.3,"Urethral syndrome, unspecified","Urethral syndrome, unspecified",,0,0,0,0,14343,,,1,
diagnosis6152,N35,Urethral stricture,Urethral stricture,,0,0,0,0,1435,,,1,
diagnosis6153,N35.0,Post-traumatic urethral stricture,Post-traumatic urethral stricture,,0,0,0,0,14350,,,1,
diagnosis6154,N35.1,"Postinfective urethral stricture, not elsewhere classified","Postinfective urethral stricture, not elsewhere classified",,0,0,0,0,14351,,,1,
diagnosis6155,N35.8,Other urethral stricture,Other urethral stricture,,0,0,0,0,14358,,,1,
diagnosis6156,N35.9,"Urethral stricture, unspecified","Urethral stricture, unspecified",,0,0,0,0,14359,,,1,
diagnosis6157,N36,Other disorders of urethra,Other disorders of urethra,,0,0,0,0,1436,,,1,
diagnosis6158,N36.0,URETHRAL FISTULA,URETHRAL FISTULA,,0,0,,,14360,,,1,
diagnosis6159,N36.1,Urethral diverticulum,Urethral diverticulum,,0,0,0,0,14361,,,1,
diagnosis6160,N36.2,Urethral caruncle,Urethral caruncle,,0,0,0,0,14362,,,1,
diagnosis6161,N36.3,Prolapsed urethral mucosa,Prolapsed urethral mucosa,,0,0,0,0,14363,,,1,
diagnosis6162,N36.8,Other specified disorders of urethra,Other specified disorders of urethra,,0,0,0,0,14368,,,1,
diagnosis6163,N36.9,"Urethral disorder, unspecified","Urethral disorder, unspecified",,0,0,0,0,14369,,,1,
diagnosis6164,N37,Urethral disorders in diseases classified elsewhere,Urethral disorders in diseases classified elsewhere,,0,0,0,0,1437,,,1,
diagnosis6165,N37.0,Urethritis in diseases classified elsewhere,Urethritis in diseases classified elsewhere,,0,0,0,0,14370*,,,1,
diagnosis6166,N37.8,Other urethral disorders in diseases classified elsewhere,Other urethral disorders in diseases classified elsewhere,,0,0,0,0,14378*,,,1,
diagnosis6167,N39,Other disorders of urinary system,Other disorders of urinary system,,0,0,0,0,1439,,,1,
diagnosis6168,N39.0,URINARY TRACT INFECTION- SITE NOT SPECIFIED,URINARY TRACT INFECTION- SITE NOT SPECIFIED,,0,0,,,14390,,,1,
diagnosis6169,N39.1,"Persistent proteinuria, unspecified","Persistent proteinuria, unspecified",,0,0,0,0,14391,,,1,
diagnosis6170,N39.2,"Orthostatic proteinuria, unspecified","Orthostatic proteinuria, unspecified",,0,0,0,0,14392,,,1,
diagnosis6171,N39.3,Stress incontinence,Stress incontinence,,0,0,0,0,14393,,,1,
diagnosis6172,N39.4,Other specified urinary incontinence,Other specified urinary incontinence,,0,0,0,0,14394,,,1,
diagnosis6173,N39.8,Other specified disorders of urinary system,Other specified disorders of urinary system,,0,0,0,0,14398,,,1,
diagnosis6174,N39.9,DISORDERS OF URINARY SYSTEM- UNSPECIFIED,DISORDERS OF URINARY SYSTEM- UNSPECIFIED,,0,0,,,14399,,,1,
diagnosis6175,N40,HYPERPLASIA OF PROSTATE,HYPERPLASIA OF PROSTATE,,0,0,,,1440,,,1,
diagnosis6176,N41,INFLAMMATORY DISEASES OF PROSTATE,INFLAMMATORY DISEASES OF PROSTATE,,0,0,,,1441,,,1,
diagnosis6177,N41.0,Acute prostatitis,Acute prostatitis,,0,0,0,0,14410,,,1,
diagnosis6178,N41.1,Chronic prostatitis,Chronic prostatitis,,0,0,0,0,14411,,,1,
diagnosis6179,N41.2,Abscess of prostate,Abscess of prostate,,0,0,0,0,14412,,,1,
diagnosis6180,N41.3,Prostatocystitis,Prostatocystitis,,0,0,0,0,14413,,,1,
diagnosis6181,N41.8,Other inflammatory diseases of prostate,Other inflammatory diseases of prostate,,0,0,0,0,14418,,,1,
diagnosis6182,N41.9,"Inflammatory disease of prostate, unspecified","Inflammatory disease of prostate, unspecified",,0,0,0,0,14419,,,1,
diagnosis6183,N42,Other disorders of prostate,Other disorders of prostate,,0,0,0,0,1442,,,1,
diagnosis6184,N42.0,Calculus of prostate,Calculus of prostate,,0,0,0,0,14420,,,1,
diagnosis6185,N42.1,Congestion and haemorrhage of prostate,Congestion and haemorrhage of prostate,,0,0,0,0,14421,,,1,
diagnosis6186,N42.2,Atrophy of prostate,Atrophy of prostate,,0,0,0,0,14422,,,1,
diagnosis6187,N42.8,Other specified disorders of prostate,Other specified disorders of prostate,,0,0,0,0,14428,,,1,
diagnosis6188,N42.9,DISORDER OF PROSTATE- UNSPECIFIED,DISORDER OF PROSTATE- UNSPECIFIED,,0,0,,,14429,,,1,
diagnosis6189,N43,HYDROCELE AND SPERMATOCELE,HYDROCELE AND SPERMATOCELE,,0,0,,,1443,,,1,
diagnosis6190,N43.0,Encysted hydrocele,Encysted hydrocele,,0,0,0,0,14430,,,1,
diagnosis6191,N43.1,Infected hydrocele,Infected hydrocele,,0,0,0,0,14431,,,1,
diagnosis6192,N43.2,Other hydrocele,Other hydrocele,,0,0,0,0,14432,,,1,
diagnosis6193,N43.3,"Hydrocele, unspecified","Hydrocele, unspecified",,0,0,0,0,14433,,,1,
diagnosis6194,N43.4,Spermatocele,Spermatocele,,0,0,0,0,14434,,,1,
diagnosis6195,N44,Torsion of testis,Torsion of testis,,0,0,0,0,1444,,,1,
diagnosis6196,N45,ORCHITIS AND EPIDIDYMITIS,ORCHITIS AND EPIDIDYMITIS,,0,0,,,1445,,,1,
diagnosis6197,N45.0,"Orchitis, epididymitis and epididymo-orchitis with abscess","Orchitis, epididymitis and epididymo-orchitis with abscess",,0,0,0,0,14450,,,1,
diagnosis6198,N45.9,"Orchitis, epididymitis and epididymo-orchitis without abscess","Orchitis, epididymitis and epididymo-orchitis without abscess",,0,0,0,0,14459,,,1,
diagnosis6199,N46,Male infertility,Male infertility,,0,0,0,0,1446,,,1,
diagnosis6200,N47,REDUNDANT PREPUCE- PHIMOSIS AND PARAPHIMOSIS,REDUNDANT PREPUCE- PHIMOSIS AND PARAPHIMOSIS,,0,0,,,1447,,,1,
diagnosis6201,N48,OTHER DISORDERS OF PENIS,OTHER DISORDERS OF PENIS,,0,0,,,1448,,,1,
diagnosis6202,N48.0,Leukoplakia of penis,Leukoplakia of penis,,0,0,0,0,14480,,,1,
diagnosis6203,N48.1,Balanoposthitis,Balanoposthitis,,0,0,0,0,14481,,,1,
diagnosis6204,N48.2,Other inflammatory disorders of penis,Other inflammatory disorders of penis,,0,0,0,0,14482,,,1,
diagnosis6205,N48.3,Priapism,Priapism,,0,0,0,0,14483,,,1,
diagnosis6206,N48.4,Impotence of organic origin,Impotence of organic origin,,0,0,0,0,14484,,,1,
diagnosis6207,N48.5,Ulcer of penis,Ulcer of penis,,0,0,0,0,14485,,,1,
diagnosis6208,N48.6,Balanitis xerotica obliterans,Balanitis xerotica obliterans,,0,0,0,0,14486,,,1,
diagnosis6209,N48.8,Other specified disorders of penis,Other specified disorders of penis,,0,0,0,0,14488,,,1,
diagnosis6210,N48.9,DISORDER OF PENIS- UNSPECIFIED,DISORDER OF PENIS- UNSPECIFIED,,0,0,,,14489,,,1,
diagnosis6211,N49,"Inflammatory disorders of male genital organs, not elsewhereclassified","Inflammatory disorders of male genital organs, not elsewhereclassified",,0,0,0,0,1449,,,1,
diagnosis6212,N49.0,Inflammatory disorders of seminal vesicle,Inflammatory disorders of seminal vesicle,,0,0,0,0,14490,,,1,
diagnosis6213,N49.1,"Inflammatory disorders of spermatic cord, tunica vaginalis and vasdeferens","Inflammatory disorders of spermatic cord, tunica vaginalis and vasdeferens",,0,0,0,0,14491,,,1,
diagnosis6214,N49.2,Inflammatory disorders of scrotum,Inflammatory disorders of scrotum,,0,0,0,0,14492,,,1,
diagnosis6215,N49.8,Inflammatory disorders of other specified male genital organs,Inflammatory disorders of other specified male genital organs,,0,0,0,0,14498,,,1,
diagnosis6216,N49.9,Inflammatory disorder of unspecified male genital organ,Inflammatory disorder of unspecified male genital organ,,0,0,0,0,14499,,,1,
diagnosis6217,N50,Other disorders of male genital organs,Other disorders of male genital organs,,0,0,0,0,1450,,,1,
diagnosis6218,N50.0,Atrophy of testis,Atrophy of testis,,0,0,0,0,14500,,,1,
diagnosis6219,N50.1,Vascular disorders of male genital organs,Vascular disorders of male genital organs,,0,0,0,0,14501,,,1,
diagnosis6220,N50.8,Other specified disorders of male genital organs,Other specified disorders of male genital organs,,0,0,0,0,14508,,,1,
diagnosis6221,N50.9,"Disorder of male genital organs, unspecified","Disorder of male genital organs, unspecified",,0,0,0,0,14509,,,1,
diagnosis6222,N51,Disorders of male genital organs in diseases classified elsewhere,Disorders of male genital organs in diseases classified elsewhere,,0,0,0,0,1451,,,1,
diagnosis6223,N51.0,Disorders of prostate in diseases classified elsewhere,Disorders of prostate in diseases classified elsewhere,,0,0,0,0,14510*,,,1,
diagnosis6224,N51.1,Disorders of testis and epididymis in diseases classified elsewhere,Disorders of testis and epididymis in diseases classified elsewhere,,0,0,0,0,14511*,,,1,
diagnosis6225,N51.2,Balanitis in diseases classified elsewhere,Balanitis in diseases classified elsewhere,,0,0,0,0,14512*,,,1,
diagnosis6226,N51.8,Other disorders of male genital organs in diseases classifiedelsewhere,Other disorders of male genital organs in diseases classifiedelsewhere,,0,0,0,0,14518*,,,1,
diagnosis6227,N60,BENIGN MAMMARY DYSPLASIA,BENIGN MAMMARY DYSPLASIA,,0,0,,,1460,,,1,
diagnosis6228,N60.0,Solitary cyst of breast,Solitary cyst of breast,,0,0,0,0,14600,,,1,
diagnosis6229,N60.1,Diffuse cystic mastopathy,Diffuse cystic mastopathy,,0,0,0,0,14601,,,1,
diagnosis6230,N60.2,FIBROADENOSIS OF BREAST,FIBROADENOSIS OF BREAST,,0,0,,,14602,,,1,
diagnosis6231,N60.3,Fibrosclerosis of breast,Fibrosclerosis of breast,,0,0,0,0,14603,,,1,
diagnosis6232,N60.4,Mammary duct ectasia,Mammary duct ectasia,,0,0,0,0,14604,,,1,
diagnosis6233,N60.8,Other benign mammary dysplasias,Other benign mammary dysplasias,,0,0,0,0,14608,,,1,
